"qid","wp_title","title","insee"
"Q1441060","fr:Voulgézac","Voulgézac","16420"
"Q977611","fr:Vouthon","Vouthon","16421"
"Q1440582","fr:Vouzan","Vouzan","16422"
"Q379001","fr:Xambes","Xambes","16423"
"Q1436233","fr:Yviers","Yviers","16424"
"Q1410410","fr:Yvrac-et-Malleyrand","Yvrac-et-Malleyrand","16425"
"Q532054","fr:Agudelle","Agudelle","17002"
"Q1087218","fr:Aigrefeuille-d'Aunis","Aigrefeuille-d'Aunis","17003"
"Q1015765","fr:Allas-Bocage","Allas-Bocage","17005"
"Q390339","fr:Allas-Champagne","Allas-Champagne","17006"
"Q484348","fr:Anais (Charente-Maritime)","Anais","17007"
"Q492052","fr:Andilly (Charente-Maritime)","Andilly","17008"
"Q1147429","fr:Angliers (Charente-Maritime)","Angliers","17009"
"Q72220","fr:Angoulins","Angoulins","17010"
"Q1350332","fr:Annepont","Annepont","17011"
"Q1080753","fr:Annezay","Annezay","17012"
"Q1078646","fr:Antezant-la-Chapelle","Antezant-la-Chapelle","17013"
"Q979934","fr:Arces (Charente-Maritime)","Arces","17015"
"Q471995","fr:Archiac","Archiac","17016"
"Q1078599","fr:Archingeay","Archingeay","17017"
"Q860324","fr:Ardillières","Ardillières","17018"
"Q300000","fr:Ars-en-Ré","Ars-en-Ré","17019"
"Q524462","fr:Arthenac","Arthenac","17020"
"Q80498","fr:Arvert","Arvert","17021"
"Q1081129","fr:Asnières-la-Giraud","Asnières-la-Giraud","17022"
"Q1147313","fr:Aujac (Charente-Maritime)","Aujac","17023"
"Q681119","fr:Aulnay (Charente-Maritime)","Aulnay","17024"
"Q1078571","fr:Aumagne","Aumagne","17025"
"Q299998","fr:Authon-Ébéon","Authon-Ébéon","17026"
"Q299999","fr:Avy","Avy","17027"
"Q72240","fr:Aytré","Aytré","17028"
"Q661480","fr:Bagnizeau","Bagnizeau","17029"
"Q1015643","fr:Balanzac","Balanzac","17030"
"Q1352495","fr:Ballans","Ballans","17031"
"Q936602","fr:Ballon (Charente-Maritime)","Ballon","17032"
"Q1081469","fr:La Barde","La Barde","17033"
"Q678047","fr:Barzan","Barzan","17034"
"Q735598","fr:Bazauges","Bazauges","17035"
"Q1081447","fr:Beaugeay","Beaugeay","17036"
"Q1349625","fr:Beauvais-sur-Matha","Beauvais-sur-Matha","17037"
"Q1110110","fr:Bedenac","Bedenac","17038"
"Q1080788","fr:Belluire","Belluire","17039"
"Q816818","fr:Benon","Benon","17041"
"Q929371","fr:Bercloux","Bercloux","17042"
"Q1078637","fr:Bernay-Saint-Martin","Bernay-Saint-Martin","17043"
"Q818251","fr:Berneuil (Charente-Maritime)","Berneuil","17044"
"Q1349615","fr:Beurlay","Beurlay","17045"
"Q1080768","fr:Bignay","Bignay","17046"
"Q624808","fr:Biron (Charente-Maritime)","Biron","17047"
"Q1350346","fr:Blanzac-lès-Matha","Blanzac-lès-Matha","17048"
"Q1080951","fr:Blanzay-sur-Boutonne","Blanzay-sur-Boutonne","17049"
"Q1349674","fr:Bois (Charente-Maritime)","Bois","17050"
"Q733760","fr:Le Bois-Plage-en-Ré","Le Bois-Plage-en-Ré","17051"
"Q1079439","fr:Boisredon","Boisredon","17052"
"Q1078534","fr:Bords","Bords","17053"
"Q628989","fr:Boresse-et-Martron","Boresse-et-Martron","17054"
"Q1081439","fr:Boscamnant","Boscamnant","17055"
"Q598456","fr:Bougneau","Bougneau","17056"
"Q1081456","fr:Bouhet","Bouhet","17057"
"Q1016328","fr:Bourcefranc-le-Chapus","Bourcefranc-le-Chapus","17058"
"Q33592","fr:Bourgneuf (Charente-Maritime)","Bourgneuf","17059"
"Q1147339","fr:Boutenac-Touvent","Boutenac-Touvent","17060"
"Q1079430","fr:Bran (Charente-Maritime)","Bran","17061"
"Q1349756","fr:Bresdon","Bresdon","17062"
"Q1349652","fr:Breuil-la-Réorte","Breuil-la-Réorte","17063"
"Q1352433","fr:Breuillet (Charente-Maritime)","Breuillet","17064"
"Q1080692","fr:Breuil-Magné","Breuil-Magné","17065"
"Q1078563","fr:Brie-sous-Archiac","Brie-sous-Archiac","17066"
"Q1147466","fr:Brie-sous-Matha","Brie-sous-Matha","17067"
"Q1078610","fr:Brie-sous-Mortagne","Brie-sous-Mortagne","17068"
"Q1080744","fr:Brives-sur-Charente","Brives-sur-Charente","17069"
"Q1080725","fr:Brizambourg","Brizambourg","17070"
"Q1439046","fr:La Brousse","La Brousse","17071"
"Q1020835","fr:Burie","Burie","17072"
"Q1080827","fr:Bussac-sur-Charente","Bussac-sur-Charente","17073"
"Q1349685","fr:Bussac-Forêt","Bussac-Forêt","17074"
"Q930588","fr:Cabariot","Cabariot","17075"
"Q370882","fr:Celles (Charente-Maritime)","Celles","17076"
"Q1081092","fr:Cercoux","Cercoux","17077"
"Q623796","fr:Chadenac","Chadenac","17078"
"Q1147453","fr:Chaillevette","Chaillevette","17079"
"Q673227","fr:Chambon (Charente-Maritime)","Chambon","17080"
"Q1080735","fr:Chamouillac","Chamouillac","17081"
"Q519737","fr:Champagnac (Charente-Maritime)","Champagnac","17082"
"Q1080717","fr:Champagne (Charente-Maritime)","Champagne","17083"
"Q1080776","fr:Champagnolles","Champagnolles","17084"
"Q1078695","fr:Champdolent","Champdolent","17085"
"Q1349664","fr:Chaniers","Chaniers","17086"
"Q668232","fr:Chantemerle-sur-la-Soie","Chantemerle-sur-la-Soie","17087"
"Q937599","fr:La Chapelle-des-Pots","La Chapelle-des-Pots","17089"
"Q1016181","fr:Charron (Charente-Maritime)","Charron","17091"
"Q1351668","fr:Chartuzac","Chartuzac","17092"
"Q1087425","fr:Le Château-d'Oléron","Le Château-d'Oléron","17093"
"Q72234","fr:Châtelaillon-Plage","Châtelaillon-Plage","17094"
"Q1147444","fr:Chatenet","Chatenet","17095"
"Q1078588","fr:Chaunac","Chaunac","17096"
"Q514968","fr:Le Chay (Charente-Maritime)","Le Chay","17097"
"Q1349500","fr:Chenac-Saint-Seurin-d'Uzet","Chenac-Saint-Seurin-d'Uzet","17098"
"Q1078739","fr:Chepniers","Chepniers","17099"
"Q1078703","fr:Chérac","Chérac","17100"
"Q1350244","fr:Cherbonnières","Cherbonnières","17101"
"Q665849","fr:Chermignac","Chermignac","17102"
"Q645445","fr:Chervettes","Chervettes","17103"
"Q1349746","fr:Chevanceaux","Chevanceaux","17104"
"Q589835","fr:Chives","Chives","17105"
"Q1078657","fr:Cierzac","Cierzac","17106"
"Q1147332","fr:Ciré-d'Aunis","Ciré-d'Aunis","17107"
"Q1078685","fr:Clam","Clam","17108"
"Q1078628","fr:Clavette (Charente-Maritime)","Clavette","17109"
"Q1078527","fr:Clérac","Clérac","17110"
"Q665737","fr:Clion (Charente-Maritime)","Clion","17111"
"Q1147472","fr:La Clisse","La Clisse","17112"
"Q1014148","fr:La Clotte","La Clotte","17113"
"Q385946","fr:Coivert","Coivert","17114"
"Q734250","fr:Colombiers (Charente-Maritime)","Colombiers","17115"
"Q1080702","fr:Consac","Consac","17116"
"Q1080900","fr:Contré","Contré","17117"
"Q1078677","fr:Corignac","Corignac","17118"
"Q624923","fr:Corme-Écluse","Corme-Écluse","17119"
"Q527879","fr:Corme-Royal","Corme-Royal","17120"
"Q818599","fr:La Couarde-sur-Mer","La Couarde-sur-Mer","17121"
"Q1147402","fr:Coulonges (Charente-Maritime)","Coulonges","17122"
"Q1091892","fr:Courant (Charente-Maritime)","Courant","17124"
"Q1350213","fr:Courcelles (Charente-Maritime)","Courcelles","17125"
"Q1349636","fr:Courcerac","Courcerac","17126"
"Q947709","fr:Courçon","Courçon","17127"
"Q671035","fr:Courcoury","Courcoury","17128"
"Q1080868","fr:Courpignac","Courpignac","17129"
"Q1147368","fr:Coux (Charente-Maritime)","Coux","17130"
"Q670063","fr:Cozes","Cozes","17131"
"Q1078724","fr:Cramchaban","Cramchaban","17132"
"Q1080797","fr:Cravans","Cravans","17133"
"Q750242","fr:Crazannes","Crazannes","17134"
"Q1349589","fr:Cressé","Cressé","17135"
"Q1080760","fr:Croix-Chapeau","Croix-Chapeau","17136"
"Q1060806","fr:La Croix-Comtesse","La Croix-Comtesse","17137"
"Q624056","fr:Dampierre-sur-Boutonne","Dampierre-sur-Boutonne","17138"
"Q1062951","fr:Dœuil-sur-le-Mignon","Dœuil-sur-le-Mignon","17139"
"Q872995","fr:Dolus-d'Oléron","Dolus-d'Oléron","17140"
"Q1081427","fr:Dompierre-sur-Charente","Dompierre-sur-Charente","17141"
"Q59701","fr:Dompierre-sur-Mer","Dompierre-sur-Mer","17142"
"Q624156","fr:Le Douhet","Le Douhet","17143"
"Q273345","fr:Échebrune","Échebrune","17145"
"Q273401","fr:Échillais","Échillais","17146"
"Q273706","fr:Écoyeux","Écoyeux","17147"
"Q273758","fr:Écurat","Écurat","17148"
"Q1099019","fr:Les Éduts","Les Éduts","17149"
"Q1095490","fr:Les Églises-d'Argenteuil","Les Églises-d'Argenteuil","17150"
"Q1454496","fr:L'Éguille","L'Éguille","17151"
"Q377060","fr:Épargnes","Épargnes","17152"
"Q471624","fr:Esnandes","Esnandes","17153"
"Q1061528","fr:Les Essards (Charente-Maritime)","Les Essards","17154"
"Q1158955","fr:Étaules (Charente-Maritime)","Étaules","17155"
"Q1080960","fr:Expiremont","Expiremont","17156"
"Q905350","fr:Fenioux (Charente-Maritime)","Fenioux","17157"
"Q1374945","fr:Ferrières (Charente-Maritime)","Ferrières","17158"
"Q592018","fr:Fléac-sur-Seugne","Fléac-sur-Seugne","17159"
"Q1625462","fr:Floirac (Charente-Maritime)","Floirac","17160"
"Q818583","fr:La Flotte","La Flotte","17161"
"Q581525","fr:Fontaine-Chalendray","Fontaine-Chalendray","17162"
"Q1144684","fr:Fontaines-d'Ozillac","Fontaines-d'Ozillac","17163"
"Q1078578","fr:Fontcouverte (Charente-Maritime)","Fontcouverte","17164"
"Q653362","fr:Fontenet","Fontenet","17165"
"Q1350271","fr:Forges (Charente-Maritime)","Forges","17166"
"Q1061522","fr:Le Fouilloux","Le Fouilloux","17167"
"Q745213","fr:Fouras","Fouras","17168"
"Q517737","fr:La Frédière","La Frédière","17169"
"Q1350317","fr:Geay (Charente-Maritime)","Geay","17171"
"Q1152941","fr:Gémozac","Gémozac","17172"
"Q1095450","fr:La Genétouze","La Genétouze","17173"
"Q1144817","fr:Genouillé (Charente-Maritime)","Genouillé","17174"
"Q652412","fr:Germignac","Germignac","17175"
"Q1080930","fr:Gibourne","Gibourne","17176"
"Q1060798","fr:Le Gicq","Le Gicq","17177"
"Q779717","fr:Givrezac","Givrezac","17178"
"Q933277","fr:Les Gonds","Les Gonds","17179"
"Q1144796","fr:Gourvillette","Gourvillette","17180"
"Q1081198","fr:Grandjean (Charente-Maritime)","Grandjean","17181"
"Q603460","fr:La Grève-sur-Mignon","La Grève-sur-Mignon","17182"
"Q580493","fr:Grézac","Grézac","17183"
"Q1155930","fr:La Gripperie-Saint-Symphorien","La Gripperie-Saint-Symphorien","17184"
"Q1411196","fr:Le Gua (Charente-Maritime)","Le Gua","17185"
"Q1096512","fr:Le Gué-d'Alleré","Le Gué-d'Alleré","17186"
"Q664045","fr:Guitinières","Guitinières","17187"
"Q1145854","fr:Haimps","Haimps","17188"
"Q839129","fr:Hiers-Brouage","Hiers-Brouage","17189"
"Q1062851","fr:L'Houmeau","L'Houmeau","17190"
"Q1097095","fr:La Jard","La Jard","17191"
"Q1144900","fr:Jarnac-Champagne","Jarnac-Champagne","17192"
"Q1096587","fr:La Jarne","La Jarne","17193"
"Q638643","fr:La Jarrie","La Jarrie","17194"
"Q1095429","fr:La Jarrie-Audouin","La Jarrie-Audouin","17195"
"Q1146138","fr:Jazennes","Jazennes","17196"
"Q213299","fr:Jonzac","Jonzac","17197"
"Q1144880","fr:Juicq","Juicq","17198"
"Q1144758","fr:Jussas","Jussas","17199"
"Q1151169","fr:Lagord","Lagord","17200"
"Q1096639","fr:La Laigne","La Laigne","17201"
"Q24695","fr:Landes (Charente-Maritime)","Landes","17202"
"Q24439","fr:Landrais","Landrais","17203"
"Q692817","fr:Léoville","Léoville","17204"
"Q24557","fr:Loire-les-Marais","Loire-les-Marais","17205"
"Q1438996","fr:Loiré-sur-Nie","Loiré-sur-Nie","17206"
"Q744194","fr:Loix","Loix","17207"
"Q1146196","fr:Longèves (Charente-Maritime)","Longèves","17208"
"Q671581","fr:Lonzac","Lonzac","17209"
"Q1438977","fr:Lorignac","Lorignac","17210"
"Q24599","fr:Loulay","Loulay","17211"
"Q24619","fr:Louzignac","Louzignac","17212"
"Q647716","fr:Lozay","Lozay","17213"
"Q1087433","fr:Luchat","Luchat","17214"
"Q1441186","fr:Lussac (Charente-Maritime)","Lussac","17215"
"Q1144762","fr:Lussant","Lussant","17216"
"Q899565","fr:Macqueville","Macqueville","17217"
"Q627191","fr:Marans (Charente-Maritime)","Marans","17218"
"Q501910","fr:Marennes (Charente-Maritime)","Marennes","17219"
"Q24803","fr:Marignac (Charente-Maritime)","Marignac","17220"
"Q1144365","fr:Marsais","Marsais","17221"
"Q1079449","fr:Marsilly (Charente-Maritime)","Marsilly","17222"
"Q1084424","fr:Massac (Charente-Maritime)","Massac","17223"
"Q751770","fr:Matha","Matha","17224"
"Q1016143","fr:Les Mathes","Les Mathes","17225"
"Q1144375","fr:Mazeray","Mazeray","17226"
"Q24795","fr:Mazerolles (Charente-Maritime)","Mazerolles","17227"
"Q430487","fr:Médis","Médis","17228"
"Q1349851","fr:Mérignac (Charente-Maritime)","Mérignac","17229"
"Q947487","fr:Meschers-sur-Gironde","Meschers-sur-Gironde","17230"
"Q1144439","fr:Messac (Charente-Maritime)","Messac","17231"
"Q1453696","fr:Meursac","Meursac","17232"
"Q971993","fr:Meux (Charente-Maritime)","Meux","17233"
"Q1144543","fr:Migré","Migré","17234"
"Q949386","fr:Migron","Migron","17235"
"Q587841","fr:Mirambeau (Charente-Maritime)","Mirambeau","17236"
"Q1145448","fr:Moëze","Moëze","17237"
"Q527615","fr:Mons (Charente-Maritime)","Mons","17239"
"Q753062","fr:Montendre","Montendre","17240"
"Q633475","fr:Montguyon","Montguyon","17241"
"Q290337","fr:Montils","Montils","17242"
"Q1084654","fr:Montlieu-la-Garde","Montlieu-la-Garde","17243"
"Q580265","fr:Montpellier-de-Médillan","Montpellier-de-Médillan","17244"
"Q24458","fr:Montroy (Charente-Maritime)","Montroy","17245"
"Q24435","fr:Moragne","Moragne","17246"
"Q933691","fr:Mornac-sur-Seudre","Mornac-sur-Seudre","17247"
"Q752757","fr:Mortagne-sur-Gironde","Mortagne-sur-Gironde","17248"
"Q24640","fr:Mortiers (Charente-Maritime)","Mortiers","17249"
"Q1144431","fr:Mosnac (Charente-Maritime)","Mosnac","17250"
"Q1096600","fr:Le Mung","Le Mung","17252"
"Q24688","fr:Muron","Muron","17253"
"Q24701","fr:Nachamps","Nachamps","17254"
"Q1087452","fr:Nancras","Nancras","17255"
"Q1144949","fr:Nantillé","Nantillé","17256"
"Q1144770","fr:Néré (Charente-Maritime)","Néré","17257"
"Q1144808","fr:Neuillac","Neuillac","17258"
"Q24675","fr:Neulles","Neulles","17259"
"Q24788","fr:Neuvicq","Neuvicq","17260"
"Q1438952","fr:Neuvicq-le-Château","Neuvicq-le-Château","17261"
"Q660252","fr:Nieul-lès-Saintes","Nieul-lès-Saintes","17262"
"Q1145462","fr:Nieul-le-Virouil","Nieul-le-Virouil","17263"
"Q989360","fr:Nieul-sur-Mer","Nieul-sur-Mer","17264"
"Q744266","fr:Nieulle-sur-Seudre","Nieulle-sur-Seudre","17265"
"Q1418104","fr:Les Nouillers","Les Nouillers","17266"
"Q1144776","fr:Nuaillé-d'Aunis","Nuaillé-d'Aunis","17267"
"Q1144551","fr:Nuaillé-sur-Boutonne","Nuaillé-sur-Boutonne","17268"
"Q24450","fr:Orignolles","Orignolles","17269"
"Q1144721","fr:Ozillac","Ozillac","17270"
"Q1439090","fr:Paillé (Charente-Maritime)","Paillé","17271"
"Q1351272","fr:Péré (Charente-Maritime)","Péré","17272"
"Q688116","fr:Pérignac (Charente-Maritime)","Pérignac","17273"
"Q181520","fr:Périgny (Charente-Maritime)","Périgny","17274"
"Q1144854","fr:Pessines","Pessines","17275"
"Q648170","fr:Le Pin (Charente-Maritime)","Le Pin","17276"
"Q21619433","fr:Essouvert","Essouvert","17277"
"Q594318","fr:Pisany","Pisany","17278"
"Q1350283","fr:Plassac (Charente-Maritime)","Plassac","17279"
"Q1146121","fr:Plassay","Plassay","17280"
"Q24799","fr:Polignac (Charente-Maritime)","Polignac","17281"
"Q24703","fr:Pommiers-Moulons","Pommiers-Moulons","17282"
"Q741626","fr:Pons (Charente-Maritime)","Pons","17283"
"Q833800","fr:Pont-l'Abbé-d'Arnoult","Pont-l'Abbé-d'Arnoult","17284"
"Q1144711","fr:Port-d'Envaux","Port-d'Envaux","17285"
"Q819307","fr:Les Portes-en-Ré","Les Portes-en-Ré","17286"
"Q1144938","fr:Pouillac","Pouillac","17287"
"Q1145480","fr:Poursay-Garnaud","Poursay-Garnaud","17288"
"Q1144370","fr:Préguillac","Préguillac","17289"
"Q1351558","fr:Prignac","Prignac","17290"
"Q1354628","fr:Puilboreau","Puilboreau","17291"
"Q24442","fr:Puy-du-Lac","Puy-du-Lac","17292"
"Q24481","fr:Puyravault (Charente-Maritime)","Puyravault","17293"
"Q24667","fr:Puyrolland","Puyrolland","17294"
"Q21294431","fr:Réaux-sur-Trèfle","Réaux-sur-Trèfle","17295"
"Q516139","fr:Rétaud","Rétaud","17296"
"Q736499","fr:Rivedoux-Plage","Rivedoux-Plage","17297"
"Q660399","fr:Rioux (Charente-Maritime)","Rioux","17298"
"Q207587","fr:Rochefort (Charente-Maritime)","Rochefort","17299"
"Q82185","fr:La Rochelle","La Rochelle","17300"
"Q374530","fr:Romazières","Romazières","17301"
"Q1144388","fr:Romegoux","Romegoux","17302"
"Q962473","fr:La Ronde (Charente-Maritime)","La Ronde","17303"
"Q1438790","fr:Rouffiac (Charente-Maritime)","Rouffiac","17304"
"Q24691","fr:Rouffignac","Rouffignac","17305"
"Q81909","fr:Royan","Royan","17306"
"Q1440941","fr:Sablonceaux","Sablonceaux","17307"
"Q1092225","fr:Saint-Agnant (Charente-Maritime)","Saint-Agnant","17308"
"Q1350296","fr:Saint-Aigulin","Saint-Aigulin","17309"
"Q1144751","fr:Saint-André-de-Lidon","Saint-André-de-Lidon","17310"
"Q607601","fr:Saint-Augustin (Charente-Maritime)","Saint-Augustin","17311"
"Q1146149","fr:Saint-Bonnet-sur-Gironde","Saint-Bonnet-sur-Gironde","17312"
"Q1144403","fr:Saint-Bris-des-Bois","Saint-Bris-des-Bois","17313"
"Q1350226","fr:Saint-Césaire (Charente-Maritime)","Saint-Césaire","17314"
"Q24811","fr:Saint-Christophe (Charente-Maritime)","Saint-Christophe","17315"
"Q24604","fr:Saint-Ciers-Champagne","Saint-Ciers-Champagne","17316"
"Q1144886","fr:Saint-Ciers-du-Taillon","Saint-Ciers-du-Taillon","17317"
"Q733749","fr:Saint-Clément-des-Baleines","Saint-Clément-des-Baleines","17318"
"Q24773","fr:Sainte-Colombe (Charente-Maritime)","Sainte-Colombe","17319"
"Q580833","fr:Saint-Coutant-le-Grand","Saint-Coutant-le-Grand","17320"
"Q1439003","fr:Saint-Crépin (Charente-Maritime)","Saint-Crépin","17321"
"Q24785","fr:Saint-Cyr-du-Doret","Saint-Cyr-du-Doret","17322"
"Q1079263","fr:Saint-Denis-d'Oléron","Saint-Denis-d'Oléron","17323"
"Q2028615","fr:Saint-Dizant-du-Bois","Saint-Dizant-du-Bois","17324"
"Q1144434","fr:Saint-Dizant-du-Gua","Saint-Dizant-du-Gua","17325"
"Q1082073","fr:Saint-Eugène (Charente-Maritime)","Saint-Eugène","17326"
"Q1081535","fr:Saint-Félix (Charente-Maritime)","Saint-Félix","17327"
"Q1438985","fr:Saint-Fort-sur-Gironde","Saint-Fort-sur-Gironde","17328"
"Q24784","fr:Saint-Froult","Saint-Froult","17329"
"Q1084459","fr:Sainte-Gemme (Charente-Maritime)","Sainte-Gemme","17330"
"Q1062435","fr:Saint-Genis-de-Saintonge","Saint-Genis-de-Saintonge","17331"
"Q973611","fr:Saint-Georges-Antignac","Saint-Georges-Antignac","17332"
"Q832057","fr:Saint-Georges-de-Didonne","Saint-Georges-de-Didonne","17333"
"Q24501","fr:Saint-Georges-de-Longuepierre","Saint-Georges-de-Longuepierre","17334"
"Q545819","fr:Saint-Georges-des-Agoûts","Saint-Georges-des-Agoûts","17335"
"Q611954","fr:Saint-Georges-des-Coteaux","Saint-Georges-des-Coteaux","17336"
"Q1083308","fr:Saint-Georges-d'Oléron","Saint-Georges-d'Oléron","17337"
"Q431479","fr:Saint-Georges-du-Bois (Charente-Maritime)","Saint-Georges-du-Bois","17338"
"Q590263","fr:Saint-Germain-de-Lusignan","Saint-Germain-de-Lusignan","17339"
"Q24523","fr:Saint-Germain-de-Marencennes","Saint-Germain-de-Marencennes","17340"
"Q24504","fr:Saint-Germain-de-Vibrac","Saint-Germain-de-Vibrac","17341"
"Q595243","fr:Saint-Germain-du-Seudre","Saint-Germain-du-Seudre","17342"
"Q1144698","fr:Saint-Grégoire-d'Ardennes","Saint-Grégoire-d'Ardennes","17343"
"Q24595","fr:Saint-Hilaire-de-Villefranche","Saint-Hilaire-de-Villefranche","17344"
"Q24491","fr:Saint-Hilaire-du-Bois (Charente-Maritime)","Saint-Hilaire-du-Bois","17345"
"Q1148263","fr:Saint-Hippolyte (Charente-Maritime)","Saint-Hippolyte","17346"
"Q348807","fr:Saint-Jean-d'Angély","Saint-Jean-d'Angély","17347"
"Q1349938","fr:Saint-Jean-d'Angle","Saint-Jean-d'Angle","17348"
"Q24709","fr:Saint-Jean-de-Liversay","Saint-Jean-de-Liversay","17349"
"Q1144926","fr:Saint-Julien-de-l'Escap","Saint-Julien-de-l'Escap","17350"
"Q1441246","fr:Saint-Just-Luzac","Saint-Just-Luzac","17351"
"Q1144972","fr:Saint-Laurent-de-la-Barrière","Saint-Laurent-de-la-Barrière","17352"
"Q1144557","fr:Saint-Laurent-de-la-Prée","Saint-Laurent-de-la-Prée","17353"
"Q1454040","fr:Saint-Léger (Charente-Maritime)","Saint-Léger","17354"
"Q1439102","fr:Sainte-Lheurine","Sainte-Lheurine","17355"
"Q24807","fr:Saint-Loup (Charente-Maritime)","Saint-Loup","17356"
"Q664072","fr:Saint-Maigrin","Saint-Maigrin","17357"
"Q1350306","fr:Saint-Mandé-sur-Brédoire","Saint-Mandé-sur-Brédoire","17358"
"Q577914","fr:Saint-Mard (Charente-Maritime)","Saint-Mard","17359"
"Q910030","fr:Sainte-Marie-de-Ré","Sainte-Marie-de-Ré","17360"
"Q24497","fr:Saint-Martial (Charente-Maritime)","Saint-Martial","17361"
"Q632145","fr:Saint-Martial-de-Mirambeau","Saint-Martial-de-Mirambeau","17362"
"Q919513","fr:Saint-Martial-de-Vitaterne","Saint-Martial-de-Vitaterne","17363"
"Q1144735","fr:Saint-Martial-sur-Né","Saint-Martial-sur-Né","17364"
"Q1144381","fr:Saint-Martin-d'Ary","Saint-Martin-d'Ary","17365"
"Q24664","fr:Saint-Martin-de-Coux","Saint-Martin-de-Coux","17366"
"Q24782","fr:Saint-Martin-de-Juillers","Saint-Martin-de-Juillers","17367"
"Q845987","fr:Saint-Martin-de-Ré","Saint-Martin-de-Ré","17369"
"Q1450704","fr:Saint-Médard (Charente-Maritime)","Saint-Médard","17372"
"Q1146186","fr:Saint-Médard-d'Aunis","Saint-Médard-d'Aunis","17373"
"Q372051","fr:Sainte-Même","Sainte-Même","17374"
"Q1145505","fr:Saint-Nazaire-sur-Charente","Saint-Nazaire-sur-Charente","17375"
"Q24468","fr:Saint-Ouen-d'Aunis","Saint-Ouen-d'Aunis","17376"
"Q24814","fr:Saint-Ouen-la-Thène","Saint-Ouen-la-Thène","17377"
"Q1144904","fr:Saint-Palais-de-Négrignac","Saint-Palais-de-Négrignac","17378"
"Q1145439","fr:Saint-Palais-de-Phiolin","Saint-Palais-de-Phiolin","17379"
"Q1602858","fr:Saint-Palais-sur-Mer","Saint-Palais-sur-Mer","17380"
"Q24750","fr:Saint-Pardoult","Saint-Pardoult","17381"
"Q24453","fr:Saint-Pierre-d'Amilly","Saint-Pierre-d'Amilly","17382"
"Q1144539","fr:Saint-Pierre-de-Juillers","Saint-Pierre-de-Juillers","17383"
"Q24465","fr:Saint-Pierre-de-l'Isle","Saint-Pierre-de-l'Isle","17384"
"Q694017","fr:Saint-Pierre-d'Oléron","Saint-Pierre-d'Oléron","17385"
"Q24612","fr:Saint-Pierre-du-Palais","Saint-Pierre-du-Palais","17386"
"Q783514","fr:Saint-Porchaire","Saint-Porchaire","17387"
"Q1144747","fr:Saint-Quantin-de-Rançanne","Saint-Quantin-de-Rançanne","17388"
"Q1088097","fr:Sainte-Radegonde (Charente-Maritime)","Sainte-Radegonde","17389"
"Q369855","fr:Sainte-Ramée","Sainte-Ramée","17390"
"Q24740","fr:Saint-Rogatien","Saint-Rogatien","17391"
"Q1439021","fr:Saint-Romain-sur-Gironde","Saint-Romain-sur-Gironde","17392"
"Q750532","fr:Saint-Romain-de-Benet","Saint-Romain-de-Benet","17393"
"Q24627","fr:Saint-Saturnin-du-Bois","Saint-Saturnin-du-Bois","17394"
"Q1081325","fr:Saint-Sauvant (Charente-Maritime)","Saint-Sauvant","17395"
"Q24761","fr:Saint-Sauveur-d'Aunis","Saint-Sauveur-d'Aunis","17396"
"Q549150","fr:Saint-Savinien","Saint-Savinien","17397"
"Q372887","fr:Saint-Seurin-de-Palenne","Saint-Seurin-de-Palenne","17398"
"Q1095000","fr:Saint-Sever-de-Saintonge","Saint-Sever-de-Saintonge","17400"
"Q582255","fr:Saint-Séverin-sur-Boutonne","Saint-Séverin-sur-Boutonne","17401"
"Q1146206","fr:Saint-Sigismond-de-Clermont","Saint-Sigismond-de-Clermont","17402"
"Q1145515","fr:Saint-Simon-de-Bordes","Saint-Simon-de-Bordes","17403"
"Q1144391","fr:Saint-Simon-de-Pellouaille","Saint-Simon-de-Pellouaille","17404"
"Q1351548","fr:Saint-Sorlin-de-Conac","Saint-Sorlin-de-Conac","17405"
"Q632836","fr:Saint-Sornin (Charente-Maritime)","Saint-Sornin","17406"
"Q72013","fr:Sainte-Soulle","Sainte-Soulle","17407"
"Q1601948","fr:Saint-Sulpice-d'Arnoult","Saint-Sulpice-d'Arnoult","17408"
"Q1601937","fr:Saint-Sulpice-de-Royan","Saint-Sulpice-de-Royan","17409"
"Q1351250","fr:Saint-Thomas-de-Conac","Saint-Thomas-de-Conac","17410"
"Q669993","fr:Saint-Trojan-les-Bains","Saint-Trojan-les-Bains","17411"
"Q1144866","fr:Saint-Vaize","Saint-Vaize","17412"
"Q24763","fr:Saint-Vivien (Charente-Maritime)","Saint-Vivien","17413"
"Q1079078","fr:Saint-Xandre","Saint-Xandre","17414"
"Q191126","fr:Saintes","Saintes","17415"
"Q651235","fr:Saleignes","Saleignes","17416"
"Q24677","fr:Salignac-de-Mirambeau","Salignac-de-Mirambeau","17417"
"Q24538","fr:Salignac-sur-Charente","Salignac-sur-Charente","17418"
"Q24722","fr:Salles-sur-Mer","Salles-sur-Mer","17420"
"Q599075","fr:Saujon","Saujon","17421"
"Q1144918","fr:Seigné","Seigné","17422"
"Q1145429","fr:Semillac","Semillac","17423"
"Q775360","fr:Semoussac","Semoussac","17424"
"Q1439071","fr:Semussac","Semussac","17425"
"Q1155897","fr:Le Seure","Le Seure","17426"
"Q24487","fr:Siecq","Siecq","17427"
"Q1408470","fr:Sonnac (Charente-Maritime)","Sonnac","17428"
"Q816315","fr:Soubise (Charente-Maritime)","Soubise","17429"
